"name","kingdom","phylum","class","order","family","genus","species","ages_mean"
"Sardinella aurita","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Sardinella","Sardinella aurita",74.585473999998
"Sardinops sagax","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardinops","Sardinops sagax",29.2312470000013
"Sargocentron caudimaculatum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron caudimaculatum",7.23938920142994
"Sargocentron cornutum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron cornutum",11.8470018763045
"Sargocentron diadema","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron diadema",6.4958581411727
"Sargocentron hormion","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron hormion",8.04753506418468
"Sargocentron ittodai","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron ittodai",6.56462442644127
"Sargocentron melanospilos","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron melanospilos",5.84896383742732
"Sargocentron microstoma","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron microstoma",5.47732899468004
"Sargocentron rubrum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron rubrum",6.09845697744929
"Sargocentron spiniferum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron spiniferum",4.08808062129412
"Sargocentron suborbitale","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron suborbitale",7.4484617545682
"Sargocentron tiere","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron tiere",7.21096981834888
"Sargocentron tiereoides","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron tiereoides",6.73508739817692
"Sargocentron violaceum","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Sargocentron","Sargocentron violaceum",3.24667236785965
"Sarpa salpa","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sarpa","Sarpa salpa",15.5965930465059
"Saurida gracilis","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Saurida","Saurida gracilis",60.2711580014571
"Saurida nebulosa","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Saurida","Saurida nebulosa",1.84902239724299
"Scaevius milii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scaevius","Scaevius milii",16.5720277377292
"Scartella poiti","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Scartella","Scartella poiti",8.52752857646838
"Scartella springeri","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Scartella","Scartella springeri",9.53663242565995
"Scarus altipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus altipinnis",2.97297857307459
"Scarus chameleon","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus chameleon",3.85984606366796
"Scarus coelestinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus coelestinus",2.56285090773883
"Scarus coeruleus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus coeruleus",13.8059316572316
"Scarus compressus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus compressus",2.78691261070172
"Scarus dimidiatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus dimidiatus",3.00554722958726
"Scarus falcipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus falcipinnis",7.23411881100906
"Scarus ferrugineus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus ferrugineus",2.42971749951646
"Scarus festivus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus festivus",3.82324604635681
"Scarus flavipectoralis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus flavipectoralis",4.43333390668525
"Scarus forsteni","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus forsteni",3.03620838417947
"Scarus frenatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus frenatus",2.67107295806818
"Scarus fuscopurpureus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus fuscopurpureus",4.46920698948417
"Scarus ghobban","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus ghobban",2.94736018858908
"Scarus globiceps","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus globiceps",2.80948593602784
"Scarus guacamaia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus guacamaia",2.84598071563529
"Scarus iseri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus iseri",2.72801213181801
"Scarus koputea","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus koputea",2.52934781722167
"Scarus longipinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus longipinnis",4.07994125761281
"Scarus niger","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus niger",2.876189267682
"Scarus oviceps","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus oviceps",3.39118104840598
"Scarus perrico","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus perrico",7.43416788459998
"Scarus prasiognathos","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus prasiognathos",3.07560547221944
"Scarus psittacus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus psittacus",3.78447222897533
"Scarus quoyi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus quoyi",3.77898649439248
"Scarus rivulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus rivulatus",2.89140191961965
"Scarus rubroviolaceus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus rubroviolaceus",2.91151607931967
"Scarus russelii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus russelii",4.67458636717898
"Scarus scaber","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus scaber",6.47977507809402
"Scarus schlegeli","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus schlegeli",4.1793668540616
"Scarus spinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus spinus",3.81814767391072
"Scarus taeniopterus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus taeniopterus",2.35662926406935
"Scarus tricolor","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus tricolor",2.81187515219879
"Scarus trispinosus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus trispinosus",2.50027258177816
"Scarus vetula","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus vetula",9.06860174444236
"Scarus viridifucatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus viridifucatus",4.74237967162189
"Scarus zelindae","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Scarus","Scarus zelindae",2.64517155632543
"Schuettea scalaripinnis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Monodactylidae","Schuettea","Schuettea scalaripinnis",2.04043084646101
"Schuettea woodwardi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Monodactylidae","Schuettea","Schuettea woodwardi",2.7371166672739
"Sciaena umbra","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Sciaena","Sciaena umbra",19.2694156399687
"Scobinichthys granulatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Scobinichthys","Scobinichthys granulatus",6.34337133352735
"Scolecenchelys breviceps","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys","Scolecenchelys breviceps",57.6963775961603
"Scolopsis affinis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis affinis",12.7880372486727
"Scolopsis aurata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis aurata",14.661390015775
"Scolopsis bilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis bilineata",24.7030354589515
"Scolopsis ciliata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis ciliata",12.0824033814971
"Scolopsis frenata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis frenata",22.6233854528327
"Scolopsis ghanam","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis ghanam",14.8011057717804
"Scolopsis lineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis lineata",13.9016064320342
"Scolopsis margaritifera","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis margaritifera",19.533313243259
"Scolopsis monogramma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis monogramma",11.2803672482961
"Scolopsis temporalis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis temporalis",9.50292397684547
"Scolopsis trilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis trilineata",14.2004586161024
"Scolopsis vosmeri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis vosmeri",12.6779245313454
"Scolopsis xenochrous","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","Scolopsis xenochrous",NA
"Scomber australasicus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber australasicus",4.15934946999956
"Scomber colias","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber colias",23.33837017
"Scomberoides commersonnianus","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus",8.08928458
"Scomberoides lysan","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Scomberoides","Scomberoides lysan",1.22909787111383
"Scomberoides tol","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Scomberoides","Scomberoides tol",10.8083624920437
"Scomberomorus commerson","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus commerson",9.44920889161854
"Scomberomorus maculatus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus maculatus",7.55226881532887
"Scomberomorus queenslandicus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus queenslandicus",5.07875972319041
"Scomberomorus regalis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus regalis",4.9209423254373
"Scomberomorus sierra","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus sierra",6.39821200000044
"Scombrops boops","Animalia","Chordata","Teleostei","Acropomatiformes","Scombropidae","Scombrops","Scombrops boops",44.0429814399419
"Scorpaena ascensionis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena ascensionis",11.4007859788947
"Scorpaena canariensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena canariensis",16.9370501718134
"Scorpaena cardinalis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena cardinalis",14.1635936363037
"Scorpaena guttata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena guttata",15.3799280220446
"Scorpaena histrio","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena histrio",7.97559375272679
"Scorpaena jacksoniensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena jacksoniensis",9.60635764020715
"Scorpaena maderensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena maderensis",15.4658783972014
"Scorpaena mellissii","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena mellissii",9.34294769760696
"Scorpaena mystes","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena mystes",13.7827915386664
"Scorpaena notata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena notata",13.9053575673291
"Scorpaena papillosa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena papillosa",9.22758530907494
"Scorpaena plumieri","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena plumieri",15.51535376538
"Scorpaena porcus","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena porcus",14.7656672494093
"Scorpaena scrofa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena scrofa",13.4925598285843
"Scorpaena sumptuosa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena sumptuosa",35.6684498093898
"Scorpaenichthys marmoratus","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus",16.8407755227912
"Scorpaenodes evides","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes","Scorpaenodes evides",31.2336703191222
"Scorpaenodes parvipinnis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes","Scorpaenodes parvipinnis",14.066727198685
"Scorpaenodes scaber","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes","Scorpaenodes scaber",13.9971945471025
"Scorpaenopsis cirrosa","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis cirrosa",12.4907978439105
"Scorpaenopsis diabolus","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis diabolus",14.2452789188661
"Scorpaenopsis neglecta","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis neglecta",7.96434736119069
"Scorpaenopsis oxycephalus","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis oxycephalus",NA
"Scorpaenopsis papuensis","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis papuensis",16.3089743399514
"Scorpaenopsis possi","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis possi",13.6579972125857
"Scorpis aequipinnis","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Scorpis","Scorpis aequipinnis",11.1514078787616
"Scorpis georgiana","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Scorpis","Scorpis georgiana",10.1158452493239
"Scorpis lineolata","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Scorpis","Scorpis lineolata",11.7403948523535
"Scorpis violacea","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Scorpis","Scorpis violacea",10.1216813956315
"Sebastapistes cyanostigma","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Sebastapistes","Sebastapistes cyanostigma",14.6627508402094
"Sebastapistes strongia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Sebastapistes","Sebastapistes strongia",13.8284817212822
"Sebastes atrovirens","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes atrovirens",2.19091646429625
"Sebastes auriculatus","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes auriculatus",5.60487795982327
"Sebastes carnatus","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes carnatus",1.82960917659994
"Sebastes caurinus","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes caurinus",4.20665985409478
